title,studio,domestic_gross,foreign_gross,year
Morgan,Fox,3900000.0,4900000,2016
My King (Mon roi),FM,54100.0,7900000,2016
Pele: Birth of a Legend,IFC,57000.0,7800000,2016
A Bigger Splash,FoxS,2000000.0,5500000,2016
Southside with You,RAtt.,6300000.0,208000,2016
Incarnate,BH Tilt,4800000.0,1500000,2016
Max Steel,ORF,3800000.0,2500000,2016
Midnight Special,WB,3700000.0,2500000,2016
The Duelist,Sony,13500.0,6100000,2016
The Autopsy of Jane Doe,IFC,10500.0,6000000,2016
My Best Friend's Wedding (2016),Sony,78600.0,5600000,2016
Genius,RAtt.,1400000.0,4300000,2016
Men & Chicken,Drft.,30200.0,4600000,2016
Indignation,RAtt.,3400000.0,523000,2016
Rules Don't Apply,Fox,3700000.0,233000,2016
Naam Hai Akira,FIP,219000.0,3500000,2016
Miles Ahead,SPC,2600000.0,850000,2016
The Program (2016),EOne,13100.0,3300000,2016
Desierto,STX,2000000.0,1000000,2016
Hillsong - Let Hope Rise,PFR,2400000.0,255000,2016
El Jeremias,Sony,650000.0,1900000,2016
Equals,A24,33300.0,2100000,2016
American Honey,A24,663000.0,1200000,2016
A Perfect Day,IFC,14000.0,1700000,2016
Rustom,Zee,1100000.0,571000,2016
Ma ma,Osci.,47300.0,1100000,2016
The Monster (2016),A24,12500.0,62200,2016
Troublemakers: The Story of Land Art,FRun,29500.0,9100,2016
Star Wars: The Last Jedi,BV,620200000.0,712400000,2017
Beauty and the Beast (2017),BV,504000000.0,759500000,2017
The Fate of the Furious,Uni.,226000000.0,"1,010.0",2017
Despicable Me 3,Uni.,264600000.0,770200000,2017
Jumanji: Welcome to the Jungle,Sony,404500000.0,557600000,2017
Spider-Man: Homecoming,Sony,334200000.0,546000000,2017
Wolf Warrior 2,HC,2700000.0,867600000,2017
Guardians of the Galaxy Vol. 2,BV,389800000.0,473900000,2017
Thor: Ragnarok,BV,315100000.0,538900000,2017
Wonder Woman,WB,412600000.0,409300000,2017
Coco,BV,209700000.0,597400000,2017
Pirates of the Caribbean: Dead Men Tell No Tales,BV,172600000.0,622300000,2017
It,WB (NL),327500000.0,372900000,2017
Justice League,WB,229000000.0,428900000,2017
Logan (2017),Fox,226300000.0,392700000,2017
Transformers: The Last Knight,Par.,130199999.0,475300000,2017
Kong: Skull Island,WB,168100000.0,398600000,2017
The Boss Baby,Fox,175000000.0,353000000,2017
Dunkirk,WB,188000000.0,337200000,2017
War for the Planet of the Apes,Fox,146900000.0,343800000,2017
The Greatest Showman,Fox,174300000.0,260700000,2017
Kingsman: The Golden Circle,Fox,100200000.0,310700000,2017
The Mummy (2017),Uni.,80200000.0,329000000,2017
Cars 3,BV,152900000.0,231000000,2017
Fifty Shades Darker,Uni.,114600000.0,267000000,2017
Your Name.,FUN,5000000.0,353000000,2017
Murder on the Orient Express (2017),Fox,102800000.0,250000000,2017
xXx: The Return of Xander Cage,Par.,44900000.0,301200000,2017
The Great Wall,Uni.,45500000.0,289400000,2017
Resident Evil: The Final Chapter,SGem,26800000.0,285400000,2017
The LEGO Batman Movie,WB,175800000.0,136200000,2017
Annabelle: Creation,WB (NL),102100000.0,204400000,2017
Wonder,LGF,132400000.0,173500000,2017
Ferdinand,Fox,84400000.0,211700000,2017
Split,Uni.,138300000.0,140200000,2017
Blade Runner 2049,WB,92100000.0,167200000,2017
Get Out,Uni.,176000000.0,79400000,2017
Kung Fu Yoga,WGUSA,363000.0,253800000,2017
Baahubali 2: The Conclusion,GrtIndia,20200000.0,234000000,2017
Journey to the West: The Demons Strike Back,Sony,880000.0,245700000,2017
Alien: Covenant,Fox,74300000.0,166600000,2017
Baby Driver,TriS,107800000.0,119100000,2017
Valerian and the City of a Thousand Planets,STX,41200000.0,184700000,2017
Geostorm,WB,33700000.0,187900000,2017
The Emoji Movie,Sony,86100000.0,131699999,2017
A Dog's Purpose,Uni.,64500000.0,140500000,2017
Smurfs: The Lost Village,Sony,45000000.0,152200000,2017
The Shape of Water,FoxS,63900000.0,131400000,2017
Pitch Perfect 3,Uni.,104900000.0,80500000,2017
Daddy's Home 2,Par.,104000000.0,76600000,2017
The Post,Fox,81900000.0,97900000,2017
Baywatch,Par.,58100000.0,119800000,2017
The Hitman's Bodyguard,LG/S,75500000.0,101100000,2017
John Wick: Chapter Two,LG/S,92000000.0,79500000,2017
Ghost in the Shell (2017),Par.,40600000.0,129199999,2017
"Three Billboards Outside Ebbing, Missouri",FoxS,54500000.0,104700000,2017
Duckweed,CL,472000.0,150600000,2017
Darkest Hour,Focus,56500000.0,94400000,2017
King Arthur: Legend of the Sword,WB,39200000.0,109500000,2017
The Foreigner,STX,34400000.0,111000000,2017
Power Rangers (2017),LGF,85400000.0,57000000,2017
Girls Trip,Uni.,115200000.0,25400000,2017
American Made,Uni.,51300000.0,83500000,2017
A Bad Moms Christmas,STX,72100000.0,58400000,2017
Captain Underpants: The First Epic Movie,Fox,73900000.0,51600000,2017
Happy Death Day,Uni.,55700000.0,69800000,2017
The LEGO Ninjago Movie,WB,59300000.0,63800000,2017
The Dark Tower,Sony,50700000.0,62500000,2017
Buddies in India,CL,293000.0,109300000,2017
Leap!,Wein.,21900000.0,81400000,2017
Jigsaw,LGF,38100000.0,64900000,2017
Railroad Tigers,WGUSA,218000.0,102000000,2017
Life (2017),Sony,30200000.0,70300000,2017
Atomic Blonde,Focus,51700000.0,48300000,2017
The Shack,LG/S,57400000.0,39600000,2017
Some Like It Hot (Qing Shung),CL,100000.0,95600000,2017
Tiger Zinda Hai,Yash,5600000.0,81800000,2017
Going in Style (2017),WB (NL),45000000.0,39900000,2017
Rings,Par.,27800000.0,55300000,2017
A Taxi Driver,WGUSA,1500000.0,80100000,2017
Underworld: Blood Wars,SGem,30400000.0,50700000,2017
Lady Bird,A24,49000000.0,30000000,2017
American Assassin,LGF,36200000.0,31000000,2017
One Piece Film: Gold,FUN,424000.0,65800000,2017
Victoria and Abdul,Focus,22200000.0,43200000,2017
The Nut Job 2: Nutty by Nature,ORF,28400000.0,36800000,2017
Monster Trucks,Par.,33400000.0,31100000,2017
The Mountain Between Us,Fox,30300000.0,32500000,2017
The Star,Sony,40900000.0,22000000,2017
How to be a Latin Lover,PNT,32100000.0,29700000,2017
"Everything, Everything",WB,34100000.0,27500000,2017
Snatched,Fox,45900000.0,15000000,2017
My Little Pony: The Movie,LGF,21900000.0,38400000,2017
Molly's Game,STX,28800000.0,30500000,2017
All the Money in the World,TriS,25100000.0,31900000,2017
The Big Sick,LGF,42900000.0,13500000,2017
Confidential Assignment,CJ,476000.0,55500000,2017
Downsizing,Par.,24400000.0,30600000,2017
"I, Tonya",Neon,30000000.0,23900000,2017
Logan Lucky,BST,27800000.0,20700000,2017
Tyler Perry's Boo 2! A Madea Halloween,LGF,47300000.0,1000000,2017
Phantom Thread,Focus,21200000.0,26600000,2017
Rough Night,Sony,22100000.0,25200000,2017
The Battleship Island,CJ,1100000.0,45000000,2017
Flatliners (2017),Sony,16900000.0,28300000,2017
mother!,Par.,17800000.0,26700000,2017
The Snowman,Uni.,6700000.0,36400000,2017
Gifted,FoxS,24800000.0,18200000,2017
Loving Vincent,Good Deed,6700000.0,35500000,2017
Call Me by Your Name,SPC,18100000.0,23800000,2017
T2: Trainspotting,TriS,2400000.0,39300000,2017
Fist Fight,WB (NL),32200000.0,8900000,2017
Diary of a Wimpy Kid: The Long Haul,Fox,20700000.0,19400000,2017
The House,WB (NL),25600000.0,8600000,2017
Tad the Lost Explorer and the Secret of King Midas,ParC,5900.0,34200000,2017
Sleepless,ORF,20800000.0,12100000,2017
The Disaster Artist,A24,21100000.0,8700000,2017
The Beguiled (2017),Focus,10700000.0,16700000,2017
Judwaa 2,FIP,1400000.0,25500000,2017
CHiPs,WB,18600000.0,8199999,2017
The Bye Bye Man,STX,22400000.0,4300000,2017
A Cure for Wellness,Fox,8100000.0,18500000,2017
The Zookeeper's Wife,Focus,17600000.0,8600000,2017
Only The Brave,Sony,18300000.0,7400000,2017
Father Figures,WB,17500000.0,8100000,2017
Badrinath Ki Dulhania,FIP,2000000.0,23200000,2017
Born in China,BV,13900000.0,11200000,2017
The Founder,Wein.,12800000.0,11300000,2017
Jolly Llb 2,FIP,1700000.0,21300000,2017
The Glass Castle,LGF,17300000.0,4600000,2017
Sword Art Online: The Movie - Ordinal Scale,Elev.,1500000.0,19200000,2017
It Comes At Night,A24,14000000.0,5300000,2017
The Lost City of Z,BST,8600000.0,10700000,2017
Unforgettable (2017),WB,11400000.0,6400000,2017
The Case for Christ,PFR,14700000.0,3000000,2017
Wonder Wheel,Amazon,1400000.0,14500000,2017
Gold,Wein.,7200000.0,7700000,2017
The Space Between Us,STX,7900000.0,6900000,2017
A United Kingdom,FoxS,3900000.0,9900000,2017
"Roman J. Israel, Esq.",Sony,12000000.0,1100000,2017
Mubarakan,Sony,759000.0,12100000,2017
The Promise (2017),ORF,8199999.0,4200000,2017
Earth: One Amazing Day,BBC,81300.0,11600000,2017
My Cousin Rachel,FoxS,2700000.0,6500000,2017
Truman,FR,211000.0,8800000,2017
Stronger,RAtt.,4200000.0,4200000,2017
Tulip Fever,Wein.,2500000.0,5900000,2017
Viceroy's House,IFC,1100000.0,6700000,2017
Amityville: The Awakening,W/Dim.,700.0,7700000,2017
Just Getting Started,BG,6100000.0,1600000,2017
Beatriz At Dinner,RAtt.,7100000.0,310000,2017
The Red Turtle,SPC,922000.0,5700000,2017
From the Land of the Moon,IFC,47700.0,6500000,2017
All Saints,Affirm,5800000.0,140000,2017
Phillauri,FIP,468000.0,5000000,2017
Ok Jaanu,FIP,356000.0,5000000,2017
An Inconvenient Sequel: Truth to Power,Par.,3500000.0,1900000,2017
Table 19,FoxS,3600000.0,1400000,2017
Collide,ORF,2300000.0,2500000,2017
The Wall,RAtt.,1800000.0,2700000,2017
Mark Felt: The Man Who Brought Down the White House,SPC,769000.0,3600000,2017
Terminator 2: Judgment Day 3D,Distrib.,1000000.0,2900000,2017
Brad's Status,Annapurna,2100000.0,1700000,2017
Wonderstruck,RAtt.,1100000.0,2200000,2017
Raw (2017),FCW,515000.0,2600000,2017
A Gentleman,FIP,410000.0,2500000,2017
Inhumans,Imax,1500000.0,1300000,2017
The Only Living Boy in New York,RAtt.,624000.0,1900000,2017
Poster Boys,Sony,97000.0,2400000,2017
Last Flag Flying,LGF,965000.0,904000,2017
Human Flow,Magn.,528000.0,1300000,2017
Patti Cake$,FoxS,800000.0,682000,2017
6 Below: Miracle on the Mountain,MOM,14800.0,1100000,2017
Buena Vista Social Club: Adios,BG,123000.0,578000,2017
3 Generations,Wein.,156000.0,375000,2017
Letters from Baghdad,Vita.,360000.0,143000,2017
City of Ghosts,IFC,128000.0,100000,2017
Avengers: Infinity War,BV,678800000.0,"1,369.5",2018
Black Panther,BV,700100000.0,646900000,2018
Jurassic World: Fallen Kingdom,Uni.,417700000.0,891800000,2018
Incredibles 2,BV,608600000.0,634200000,2018
Aquaman,WB,335100000.0,812700000,2018
Bohemian Rhapsody,Fox,216400000.0,687200000,2018
Venom (2018),Sony,213500000.0,641500000,2018
Mission: Impossible - Fallout,Par.,220200000.0,571000000,2018
Deadpool 2,Fox,318500000.0,460500000,2018
Fantastic Beasts: The Crimes of Grindelwald,WB,159600000.0,494100000,2018
Ant-Man and the Wasp,BV,216600000.0,406000000,2018
Ready Player One,WB,137700000.0,445200000,2018
Operation Red Sea,WGUSA,1500000.0,577700000,2018
Detective Chinatown 2,WB,2000000.0,542100000,2018
The Meg,WB,145400000.0,384800000,2018
Ralph Breaks the Internet,BV,201100000.0,328100000,2018
Hotel Transylvania 3: Summer Vacation,Sony,167500000.0,361100000,2018
Dr. Seuss' The Grinch (2018),Uni.,270600000.0,241000000,2018
Bumblebee,Par.,127200000.0,340800000,2018
A Star is Born (2018),WB,215300000.0,218900000,2018
Rampage (2018),WB (NL),101000000.0,327000000,2018
Mamma Mia! Here We Go Again,Uni.,120600000.0,274400000,2018
Solo: A Star Wars Story,BV,213800000.0,179200000,2018
Spider-Man: Into The Spider-Verse,Sony,190200000.0,185300000,2018
Fifty Shades Freed,Uni.,100400000.0,271500000,2018
The Nun,WB (NL),117500000.0,248100000,2018
Monster Hunt 2,LGF,706000.0,361000000,2018
Peter Rabbit,Sony,115300000.0,236000000,2018
Mary Poppins Returns,BV,172000000.0,177600000,2018
A Quiet Place,Par.,188000000.0,152900000,2018
Green Book,Uni.,85100000.0,234700000,2018
Skyscraper,Uni.,68400000.0,236400000,2018
Ocean's 8,WB,140200000.0,157500000,2018
Pacific Rim Uprising,Uni.,59900000.0,231100000,2018
Maze Runner: The Death Cure,Fox,58000000.0,230200000,2018
Tomb Raider,WB,58300000.0,216400000,2018
Halloween (2018),Uni.,159300000.0,96100000,2018
Crazy Rich Asians,WB,174500000.0,64000000,2018
Paddington 2,WB,40900000.0,186400000,2018
Smallfoot,WB,83200000.0,130900000,2018
Creed II,MGM,115700000.0,98300000,2018
Disney's Christopher Robin,BV,99200000.0,98500000,2018
The Equalizer 2,Sony,102100000.0,88300000,2018
The Nutcracker and the Four Realms,BV,54900000.0,119100000,2018
The Mule,WB,103800000.0,68700000,2018
Insidious: The Last Key,Uni.,67700000.0,100100000,2018
The Predator (2018),Fox,51000000.0,109500000,2018
Johnny English Strikes Again,Uni.,4400000.0,154500000,2018
Red Sparrow,Fox,46900000.0,104700000,2018
The First Purge,Uni.,69500000.0,67500000,2018
A Wrinkle in Time,BV,100500000.0,32200000,2018
The House With A Clock In Its Walls,Uni.,68500000.0,62900000,2018
Instant Family,Par.,67400000.0,53200000,2018
The Commuter,LGF,36300000.0,83600000,2018
Game Night,WB (NL),69200000.0,48500000,2018
The Monkey King 3,WGUSA,187000.0,114900000,2018
First Man,Uni.,44900000.0,60800000,2018
Night School (2018),Uni.,77300000.0,25800000,2018
Alpha,Studio 8,35900000.0,62300000,2018
A Simple Favor,LGF,53500000.0,44100000,2018
The Favourite,FoxS,34400000.0,61600000,2018
Truth or Dare,Uni.,41400000.0,53900000,2018
I Feel Pretty,STX,48800000.0,45700000,2018
Blockers,Uni.,60300000.0,33700000,2018
Goosebumps 2: Haunted Halloween,Sony,46700000.0,46600000,2018
BlacKkKlansman,Focus,49300000.0,44000000,2018
Overboard (2018),PNT,50300000.0,40900000,2018
Sherlock Gnomes,Par.,43200000.0,47100000,2018
Robin Hood (2018),LG/S,30800000.0,54000000,2018
Mortal Engines,Uni.,16000000.0,67700000,2018
How Long Will I Love U,WGUSA,747000.0,82100000,2018
Den of Thieves,STX,44900000.0,35600000,2018
Hereditary,A24,44100000.0,35300000,2018
Tag,WB (NL),54700000.0,23400000,2018
Vice,Annapurna,47800000.0,28200000,2018
Widows,Fox,42400000.0,33600000,2018
Sicario: Day of the Soldado,Sony,50100000.0,25800000,2018
Searching,SGem,26000000.0,49400000,2018
The Spy Who Dumped Me,LGF,33600000.0,41800000,2018
Second Act,STX,39300000.0,33000000,2018
Sanju,FIP,7900000.0,63600000,2018
12 Strong,WB,45800000.0,21600000,2018
"Love, Simon",Fox,40800000.0,25500000,2018
Mile 22,STX,36100000.0,30200000,2018
Life of the Party,WB (NL),53100000.0,12800000,2018
Isle Of Dogs,FoxS,32000000.0,32200000,2018
Adrift,STX,31400000.0,28500000,2018
The 15:17 to Paris,WB,36300000.0,20800000,2018
Early Man,LGF,8300000.0,46400000,2018
Peppermint,STX,35400000.0,18400000,2018
Teen Titans Go! To The Movies,WB,29800000.0,22300000,2018
Slender Man,SGem,30600000.0,21200000,2018
Breaking In (2018),Uni.,46800000.0,4600000,2018
Once Upon a Deadpool,Fox,6100000.0,44400000,2018
The Son of Bigfoot,VPD,289000.0,46800000,2018
Uncle Drew,LG/S,42500000.0,4200000,2018
Tyler Perry's Acrimony,LGF,43500000.0,2900000,2018
Mary Queen of Scots,Focus,16500000.0,29900000,2018
The Possession of Hannah Grace,SGem,14800000.0,28200000,2018
Overlord,Par.,21700000.0,20000000,2018
The Darkest Minds,Fox,12700000.0,28400000,2018
Holmes and Watson,Sony,30600000.0,9900000,2018
Show Dogs,Global Road,17900000.0,21300000,2018
On the Basis of Sex,Focus,24600000.0,13600000,2018
Namiya,CL,70800.0,35300000,2018
The Girl in the Spider's Web: A New Dragon Tattoo Story,Sony,14800000.0,20300000,2018
The Hate U Give,Fox,29700000.0,5200000,2018
Nobody's Fool,Par.,31700000.0,1800000,2018
Bad Times At The El Royale,Fox,17800000.0,14000000,2018
Baaghi 2,FIP,1300000.0,29900000,2018
The Happytime Murders,STX,20700000.0,6800000,2018
Midnight Sun,Global Road,9600000.0,17800000,2018
Pad Man,Sony,1700000.0,25600000,2018
Monster Family,VPD,127000.0,26300000,2018
White Boy Rick,Studio 8,24000000.0,1900000,2018
The Death of Stalin,IFC,8000000.0,16600000,2018
"Paul, Apostle of Christ",Affirm,17600000.0,5500000,2018
Padmaavat,VPD,11800000.0,11100000,2018
Proud Mary,SGem,20900000.0,876000,2018
Superfly,Sony,20500000.0,236000,2018
If Beale Street Could Talk,Annapurna,14900000.0,5700000,2018
Burn the Stage: The Movie,Trafalgar,4200000.0,16100000,2018
Detective K: Secret of the Living Dead,WGUSA,104000.0,18500000,2018
The Wife,SPC,9600000.0,8600000,2018
Hell Fest,LGF,11100000.0,7100000,2018
Chappaquiddick,ENTMP,17400000.0,591000,2018
The Children Act,A24,548000.0,17000000,2018
Beautiful Boy (2018),Amazon,7600000.0,8700000,2018
Tully (2018),Focus,9400000.0,6300000,2018
Unfriended: Dark Web,BH Tilt,8900000.0,6300000,2018
Upgrade,BH Tilt,12000000.0,2400000,2018
Unsane,BST,7700000.0,6600000,2018
The Sisters Brothers,Annapurna,3100000.0,10000000,2018
Welcome to Marwen,Uni.,10800000.0,2100000,2018
Hotel Artemis,Global Road,6700000.0,6000000,2018
Marrowbone,Magn.,1400.0,12300000,2018
102 Not Out,Sony,1300000.0,10900000,2018
Boy Erased,Focus,6800000.0,5000000,2018
Back to Burgundy,MBox,258000.0,11400000,2018
The Bookshop,Greenwich,1600000.0,9900000,2018
Gringo,STX,5000000.0,6000000,2018
Golden Slumber,CJ,94500.0,10600000,2018
Kin,LGF,5700000.0,4300000,2018
The Big Bad Fox and Other Tales,GK,35800.0,9600000,2018
Traffik,LGF,9200000.0,336000,2018
7 Days in Entebbe,Focus,3300000.0,5400000,2018
Pope Francis - A Man of His Word,Focus,2000000.0,6600000,2018
Condorito: La Pelicula,LGF,448000.0,8000000,2018
Suspiria,Amazon,2500000.0,5400000,2018
Disobedience,BST,3500000.0,4400000,2018
Qué León (What A Lion),Spanglish,2600000.0,5200000,2018
Life Itself (2018),Amazon,4099999.0,3700000,2018
Beirut,BST,5000000.0,2500000,2018
Return of the Hero,Distrib.,37100.0,7300000,2018
Soorma,Sony,390000.0,6200000,2018
Destroyer,Annapurna,1500000.0,4000000,2018
Madame,Blue Fox,91000.0,5300000,2018
Blindspotting,LG/S,4300000.0,530000,2018
Papillon (2018),BST,2300000.0,2200000,2018
The Mercy,Scre.,29500.0,4200000,2018
Hichki,Yash,330000.0,3900000,2018
Don't Worry He Won't Get Far on Foot,Amazon,1400000.0,2500000,2018
A Private War,Aviron,1600000.0,2200000,2018
Gauguin: Voyage to Tahiti,Cohen,200000.0,3100000,2018
The Front Runner,Sony,2000000.0,1200000,2018
Wildlife,IFC,1100000.0,2000000,2018
Billionaire Boy's Club,VE,1300.0,2500000,2018
Bilal: A New Breed of Hero,VE,491000.0,1700000,2018
I Still See You,LGF,1400.0,1500000,2018
The Catcher Was a Spy,IFC,725000.0,229000,2018
Time Freak,Grindstone,10000.0,256000,2018
Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93200.0,5200,2018
Antonio Lopez 1970: Sex Fashion & Disco,FM,43200.0,30000,2018
